"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
158,"Riachão",2835,NA,220,425,84,296,450,9245,2214,NA,2512747,85.291,2927,34.32,98.8,0.574,"-",33584258.69,27766108.21,9997.84,"PB"
159,"Riachão do Bacamarte",2100,NA,250,550,100,1500,2000,9000,4000,NA,2512754,40.281,4690,116.43,96.9,0.553,"-",45911864.33,39846139.38,10982.25,"PB"
160,"Riachão do Poço",3145,NA,340,340,61,360,380,12100,2099,220,2512762,40.46,4738,117.1,97.4,0.555,"16.13",36482202.58,34764035.03,12291.97,"PB"
161,"Riacho de Santo Antônio",2800,NA,85,1250,120,3200,3800,5800,900,NA,2512788,93.654,1955,20.87,98,0.594,"-",30587705.46,24110235.6,15288.7,"PB"
162,"Riacho dos Cavalos",11353,NA,370,450,119,1713,2055,7258,4386,NA,2512804,262.532,8493,32.35,97.1,0.568,"20.41",44743884.42,42079947.96,10822.34,"PB"
163,"Rio Tinto",2405,NA,247,550,55,300,172,40000,6000,NA,2512903,465.24,24581,52.84,97.6,0.585,"17.18",104303367.63,91211379.72,13272.79,"PB"
164,"Salgadinho",1338,NA,70,420,63,2312,700,6084,1725,NA,2513000,179.005,3355,18.74,97.6,0.563,"48.78",32336029.75,29152705.69,8413.51,"PB"
165,"Salgado de São Félix",5800,NA,600,800,130,2400,1600,20000,10000,NA,2513109,204.079,11505,56.38,97.3,0.568,"14.6",56950344.95,51703772.65,10610.87,"PB"
166,"Santa Cecília",5000,NA,200,3000,340,4000,1100,20000,6500,NA,2513158,217.577,7670,35.25,98.5,0.525,"9.17",39783894.81,35057597.32,10059.66,"PB"
167,"Santa Cruz",5777,NA,162,1000,191,1050,1550,4360,882,NA,2513208,217.677,5947,27.32,96.5,0.618,"-",36216972.39,36502760.28,9441.21,"PB"
168,"Santa Helena",10991,NA,410,1220,325,750,2980,12600,3025,NA,2513307,211.143,5865,27.78,98.5,0.609,"49.18",45752275.92,40929305.22,10620.57,"PB"
169,"Santa Inês",4175,NA,175,1116,335,2046,2632,10438,5323,NA,2513356,327.635,3227,9.85,96.2,0.572,"-",27529202.26,23959343.96,10235.53,"PB"
170,"Santa Luzia",9496,NA,985,2545,385,7658,6114,21000,2517,NA,2513406,440.766,14959,33.94,97.8,0.682,"11.63",80264655.23,89226680.29,24065.43,"PB"
171,"Santa Rita",4550,NA,250,2100,115,430,600,250000,4600,55000,2513703,718.576,149910,208.62,96.3,0.627,"13.35",474030452.32,487948448.2,18949.73,"PB"
172,"Santa Teresinha",6928,NA,350,950,152,4711,4587,25282,7332,NA,2513802,359.442,4402,12.25,98.8,0.627,"-",32108099.91,27970273.48,12569.44,"PB"
173,"Santana de Mangueira",6286,NA,240,1284,258,2633,3807,16235,7306,NA,2513505,405.164,5010,12.37,94.5,0.535,"-",34208062.74,29135587.61,10012.95,"PB"
174,"Santana dos Garrotes",10793,NA,178,1578,364,1265,2028,18264,8219,NA,2513604,361.484,6569,18.17,96.2,0.594,"-",36133011.52,34911838.36,9671.89,"PB"
175,"Santo André",2918,NA,136,481,79,13167,5537,17896,5010,NA,2513851,197.791,2622,13.26,99.1,0.6,"-",27428200.22,25470361.3,11758.94,"PB"
176,"São Bentinho",6501,NA,190,310,44,1086,2860,1989,1125,NA,2513927,199.635,4327,21.67,97.8,0.606,"-",30221297.79,29715707.35,11957.9,"PB"
177,"São Bento",11850,NA,428,1365,191,1418,3622,11050,4262,NA,2513901,245.84,32235,131.12,95.3,0.58,"17.2",157258394.67,154234205.9,16364.14,"PB"
178,"São Domingos",7351,NA,244,164,32,656,6891,4105,2050,NA,2513968,170.361,2595,15.23,94,0.548,"-",26156690.29,22679928.75,11595.69,"PB"
179,"São Domingos do Cariri",942,NA,146,333,103,8856,4630,5618,2752,NA,2513943,233.835,2585,11.05,97.3,0.589,"-",30082431.86,24407358.27,10850.34,"PB"
180,"São Francisco",3521,NA,100,600,130,420,620,5600,1900,NA,2513984,90.724,3137,34.58,96.9,0.58,"27.03",28697485.79,26780112.76,11583.67,"PB"
181,"São João do Cariri",5238,NA,397,805,121,15376,15520,26203,7336,NA,2514008,612.966,4226,6.89,98.3,0.622,"-",32287184.83,29540660.3,13260.21,"PB"
182,"São João do Rio do Peixe",18000,50,595,2700,560,1250,6250,15900,5210,NA,2500700,476.238,17964,37.72,98.7,0.608,"5.95",93840126.91,86227120.85,12515.6,"PB"
183,"São João do Tigre",2831,NA,403,510,96,28958,9728,9364,2533,NA,2514107,812.617,4263,5.25,96.1,0.552,"-",33091662.32,33011371.98,9283.18,"PB"
184,"São José da Lagoa Tapada",7689,NA,232,800,173,4750,2300,7500,2300,NA,2514206,333.724,7126,21.35,93.5,0.53,"37.04",45769423.65,44040006.43,9440.27,"PB"
185,"São José de Caiana",4277,NA,136,1308,458,902,1215,12078,5797,NA,2514305,183.273,5034,27.47,97.2,0.565,"24.69",37041491.32,31899431.75,8697.78,"PB"
186,"São José de Espinharas",17083,NA,393,1243,184,4812,5300,15543,4500,NA,2514404,726.757,4083,5.62,96.3,0.577,"20.83",33494077.68,28617405.49,11844.18,"PB"
187,"São José de Piranhas",16800,NA,525,1500,395,2500,2620,24600,6630,NA,2514503,686.918,19067,27.76,97.5,0.591,"24.39",101119375.68,95419731.29,11289.98,"PB"
188,"São José de Princesa",7746,NA,262,2076,280,2113,1825,16088,4826,NA,2514552,158.052,3416,21.61,96.3,0.565,"37.04",26104740.05,25296206.8,8730.43,"PB"
189,"São José do Bonfim",3600,NA,148,700,108,3300,1600,32311,25482,NA,2514602,153.629,3242,21.1,96.5,0.578,"-",27929966.37,25136876.05,8943.38,"PB"
190,"São José do Brejo do Cruz",6581,NA,267,364,81,698,4870,6321,3310,NA,2514651,253.787,1699,6.69,97.9,0.581,"-",28426634.22,24527578.55,15975.52,"PB"
191,"São José do Sabugi",7000,NA,250,700,245,2800,3000,6987,1605,NA,2514701,213.555,4138,19.38,98.7,0.617,"22.73",46259472.66,39861751.97,30132.81,"PB"
192,"São José dos Cordeiros",3326,NA,150,795,107,13000,7858,10710,3213,NA,2514800,376.661,3411,9.06,98.5,0.556,"-",29492465.17,24123637.31,10237.66,"PB"
193,"São José dos Ramos",5550,NA,570,515,150,880,950,23100,9900,NA,2514453,100.642,5891,58.53,98.1,0.541,"27.03",43221243.92,38349367.02,14343.99,"PB"
194,"São Mamede",9752,NA,700,900,170,7500,3968,27000,7000,NA,2514909,533.446,7470,14,99,0.641,"10.87",50439040.55,42629836.39,10705.26,"PB"
195,"São Miguel de Taipu",4800,NA,320,330,100,700,500,15500,3200,NA,2515005,92.413,7066,76.46,97.4,0.548,"43.48",49541505.35,46660596.37,11090.71,"PB"
196,"São Sebastião de Lagoa de Roça",1700,NA,70,1100,270,400,800,70000,23000,NA,2515104,46.372,11040,238.07,98.4,0.594,"-",52767185.47,55001101.54,8970.65,"PB"
197,"São Sebastião do Umbuzeiro",4239,NA,283,500,80,25803,9124,8847,2742,NA,2515203,464.327,3279,7.06,96.4,0.581,"20.41",26531839.71,24270779.08,11433.3,"PB"
198,"São Vicente do Seridó",3400,NA,200,1700,375,3400,2300,49000,3600,NA,2515401,262.751,10291,39.17,97.2,0.555,"6.9",49657979.85,49753958.23,8232.3,"PB"
199,"Sapé",48195,223,3681,7270,1130,6702,7948,663500,56540,13960,2515302,313.678,51306,163.56,95.9,0.569,"24.26",195780765.52,214153111.3,12756.07,"PB"
200,"Serra Branca",4423,NA,444,746,104,27596,18259,25525,7657,NA,2515500,698.102,13614,19.5,98.2,0.628,"23.08",53230942.12,51958446.97,10694.7,"PB"
201,"Serra da Raiz",2000,NA,190,500,90,195,295,28925,2455,NA,2515609,31.679,3094,97.67,99.6,0.626,"-",32697208.98,28454380.21,11892.76,"PB"
202,"Serra Grande",1832,NA,125,960,250,844,507,6069,3338,NA,2515708,64.352,2942,45.72,95.7,0.586,"-",29461976,25118683.52,11360.25,"PB"
203,"Serra Redonda",3500,NA,260,800,190,780,500,16500,6200,NA,2515807,55.197,6828,123.7,97,0.57,"11.76",33577467.62,29449487,10172.58,"PB"
204,"Serraria",4638,NA,334,500,100,155,485,10545,2480,NA,2515906,65.062,4885,75.08,96.3,0.547,"14.49",31439349.5,27350148.7,11212.51,"PB"
205,"Sertãozinho",1925,NA,173,400,55,130,165,95000,30000,NA,2515930,32.455,5054,155.72,97.8,0.621,"27.78",40772798.3,34501255.44,10612.64,"PB"
206,"Sobrado",3600,NA,380,540,55,820,500,29000,2000,NA,2515971,61.953,8236,132.94,98,0.573,"8",43291595.06,42475107.75,14360.58,"PB"
207,"Solânea",9358,18,920,2245,255,1185,3158,20435,6248,NA,2516003,233.043,26774,114.89,97.4,0.595,"17.24",91242063.73,83198584.11,13553.35,"PB"
208,"Soledade",7900,NA,490,2500,550,26000,21000,750000,60000,NA,2516102,578.178,13968,24.16,98.5,0.616,"6.1",83136197.87,71047561.4,13377.14,"PB"
209,"Sossêgo",3100,NA,135,445,95,1500,3950,5000,2500,NA,2516151,147.264,3345,22.71,100,0.573,"-",29102951.54,26091660.99,10663.42,"PB"
210,"Sousa",164757,76,4755,19019,3896,35530,92369,209496,85981,NA,2516201,728.492,67259,92.33,97.6,0.668,"22.25",241920523.91,225582650.8,18836.93,"PB"
211,"Sumé",8300,NA,520,3171,488,29078,30000,103593,46561,NA,2516300,833.315,17166,20.6,97.5,0.627,"14.49",88431026.26,88640532.97,11749.92,"PB"
