"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
27,"Aruanã",306321,156,3500,1500,210,180,950,11000,4400,NA,5202502,3054.773,8300,2.72,97.5,0.675,"60.61",72083714.28,55131004.34,28236.14,"GO"
28,"Aurilândia",69208,20,1462,1700,250,43,40,13600,4250,NA,5202601,565.514,3284,5.81,97.5,0.7,"37.04",23682075.92,35443264,27190.95,"GO"
29,"Avelinópolis",31625,18,600,1095,250,78,132,42000,3000,NA,5202809,170.228,2868,16.85,97.9,0.66,"28.57",28320342.12,24864653.79,28342.24,"GO"
30,"Baliza",87462,NA,1231,2700,315,104,279,20700,9000,NA,5203104,1780.173,3351,1.88,98.6,0.655,"32.26",31945648.26,27681811.31,22746.12,"GO"
31,"Barro Alto",45500,60,930,990,290,40,40,13000,6100,NA,5203203,1080.268,10371,9.6,99,0.742,"19.11",188161608.92,159152050,135151.35,"GO"
32,"Bela Vista de Goiás",144000,265,3250,8650,980,750,1560,570000,520000,180,5203302,1274.034,34445,27.04,98.3,0.716,"18.65",167029351.42,151205633.6,47766.93,"GO"
33,"Bom Jardim de Goiás",135754,194,2020,3100,400,66,479,21800,7600,NA,5203401,1901.137,7826,4.12,98.1,0.67,"10.64",45104944.2,41555805.94,28911.53,"GO"
34,"Bom Jesus de Goiás",42750,60,680,17730,5300,50,140,4900,3120,NA,5203500,1405.605,23958,17.04,98.4,0.701,"6.58",151604620.62,135004207.7,47168.42,"GO"
35,"Bonfinópolis",9300,NA,300,670,135,40,120,14620,3800,NA,5203559,121.915,10296,84.45,98.8,0.683,"-",45146382.07,42541456.65,11970.13,"GO"
36,"Bonópolis",139180,22,1240,2638,527,256,274,20509,8635,NA,5203575,1635.319,3299,2.02,98.1,0.63,"21.74",39008591.6,33252284.12,34206.22,"GO"
37,"Brazabrantes",18652,115,325,115,25,29,92,730000,3100,NA,5203609,125.326,3992,31.85,99.2,0.701,"21.28",28959659.24,25643254.98,24615.27,"GO"
38,"Britânia",159866,170,2000,2500,170,540,1700,6700,2900,NA,5203807,1458.459,5695,3.9,97.6,0.672,"37.04",33615681.56,38699796,34067.31,"GO"
39,"Buriti Alegre",93000,85,1150,1640,640,90,56,5800000,17980,NA,5203906,901.932,10495,11.64,96.9,0.71,"36.04",64443918.05,61924638.28,49155.71,"GO"
40,"Buriti de Goiás",28897,23,450,1200,270,NA,35,11000,3000,NA,5203939,202.576,2732,13.49,99.4,0.687,"-",34722683.09,29415425.36,23098.87,"GO"
41,"Buritinópolis",20986,50,298,1450,348,10,38,10838,4552,NA,5203962,246.075,3145,12.78,98.7,0.704,"-",38314293.99,30312919.26,27169.84,"GO"
42,"Cabeceiras",37152,NA,872,712,129,22,355,268445,204688,NA,5204003,1126.434,7560,6.71,96.4,0.668,"49.5",50392135.45,42462960.14,58772.45,"GO"
43,"Cachoeira Alta",169767,54,2400,6000,2660,191,360,28500,8100,NA,5204102,1657.226,11513,6.95,98,0.71,"9.26",68557093.58,61584074.43,21932.48,"GO"
44,"Cachoeira de Goiás",28806,NA,580,600,60,17,39,3300,1100,NA,5204201,424.49,1405,3.31,100,0.727,"-",25666726.16,25048345.99,29093.26,"GO"
45,"Cachoeira Dourada",29300,NA,820,1330,380,45,60,6400,2240,NA,5204250,528.281,7782,14.73,98.8,0.698,"-",87282109.29,77990748.55,8685.14,"GO"
46,"Caçu",202398,65,3100,2408,440,440,1100,19000,6346,NA,5204300,2254.34,13774,6.11,98.7,0.73,"7.14",117823267.47,107020526.7,54740.81,"GO"
47,"Caiapônia",440000,100,2950,7500,950,130,640,50500,16200,NA,5204409,8627.961,16513,1.91,97.2,0.693,"5.71",120239302.45,123339359.2,42563.87,"GO"
48,"Caldas Novas",95100,360,1800,3400,645,180,250,87500,53000,680,5204508,1608.523,98622,61.31,97.3,0.733,"7.29",533760618.67,526060282.1,31527.54,"GO"
49,"Caldazinha",32318,520,585,1785,259,46,178,16700,7005,160,5204557,251.72,4507,17.9,93.3,0.685,"-",30901020.77,29164328.1,21702.16,"GO"
50,"Campestre de Goiás",34916,22,930,1200,495,162,378,17500,1150,NA,5204607,272.734,3755,13.77,97.7,0.653,"-",31208582.82,28036107.06,19862.56,"GO"
51,"Campinaçu",109707,12,1212,2940,440,120,198,14418,6407,NA,5204656,1978.386,3708,1.87,93.5,0.631,"-",43741200.54,37280398.64,30457.5,"GO"
52,"Campinorte",53200,42,1300,3250,520,190,305,25000,9850,NA,5204706,1064.541,12510,11.75,99.1,0.688,"19.74",60073478.03,57538624.02,25855.05,"GO"
53,"Campo Alegre de Goiás",81000,26,1600,2300,460,180,210,8800,1200,NA,5204805,2450.111,7422,3.03,98.7,0.694,"12.2",70814205.17,62958554.29,107398.29,"GO"
54,"Campo Limpo de Goiás",17130,8,427,2580,580,23,48,408200,16500,NA,5204854,156.113,8081,51.76,97.2,0.661,"16",44167675.6,38953934.55,20415.37,"GO"
55,"Campos Belos",79610,9,1342,766,199,123,371,9648,4342,NA,5204904,735.126,18108,24.63,99.4,0.692,"3.58",83817352.77,86397893.21,15667.6,"GO"
56,"Campos Verdes",51700,12,670,950,145,85,90,6300,2420,NA,5204953,443.125,4005,9.04,97,0.654,"24.39",38697316.29,37678177.78,36924.53,"GO"
57,"Carmo do Rio Verde",54900,170,920,4890,1100,50,120,32200,12780,NA,5205000,419.821,9710,23.13,99.4,0.713,"-",37199966.43,51326958.44,47391.43,"GO"
58,"Castelândia",11349,NA,241,3700,241,54,14,83717,1256,NA,5205059,299.228,2985,9.98,92.8,0.701,"66.67",36875536.36,33742879.17,27104.65,"GO"
59,"Catalão",888600,611,17887,29180,11740,983,2328,1985680,1418260,NA,5205109,3826.37,114427,29.9,97.1,0.766,"17.91",499226001.01,791895596.6,87685.74,"GO"
60,"Caturaí",29500,185,622,1080,445,78,100,2e+05,5100,NA,5205208,205.065,5184,25.28,98,0.664,"55.56",28306895.98,26359882.66,19635.13,"GO"
61,"Cavalcante",79246,320,3186,868,128,165,122,28800,7092,NA,5205307,6948.78,9583,1.38,92.9,0.584,"13.7",38009913.76,56162663.81,39322.37,"GO"
62,"Ceres",1334490,2001,21987,73870,12070,1270,3976,884080,390560,604,5205406,213.07,22046,103.47,99.3,0.775,"12.61",122866436.92,147539188.7,32787.08,"GO"
63,"Cezarina",40000,180,930,4000,405,7,145,141000,21000,NA,5205455,417.08,8090,19.4,97.8,0.711,"-",55864525.78,55063372.14,43779.36,"GO"
64,"Chapadão do Céu",20300,NA,410,700,170,87,1850,8600,2250,NA,5205471,2184.076,12870,5.89,93.3,0.742,"8.7",190264401.11,164860656.9,202715.24,"GO"
65,"Cidade Ocidental",22786,118,804,859,215,182,585,10555,6161,NA,5205497,389.984,91767,235.31,97.2,0.717,"15.23",270817719.73,265733206.8,13528.98,"GO"
66,"Cocalzinho de Goiás",100274,27,3423,7625,1835,305,825,403500,71060,NA,5205513,1785.339,25016,14.01,95.2,0.657,"13.51",106935849.13,93225299.59,21006.17,"GO"
67,"Colinas do Sul",44250,4,775,1785,295,85,170,18000,6920,NA,5205521,1707.519,4030,2.36,95.2,0.658,"85.71",36116964.99,33032654.86,21095.95,"GO"
68,"Córrego do Ouro",75658,164,1100,3000,330,110,225,25000,12000,NA,5205703,458.077,2454,5.36,97.2,0.686,"-",31210912.95,27894415.27,32995.73,"GO"
69,"Corumbá de Goiás",82777,135,1847,2840,428,250,510,135400,36500,NA,5205802,1064.833,10562,9.92,96.6,0.68,"-",48146148.45,45462542.7,23188.22,"GO"
70,"Corumbaíba",154000,50,2300,3100,1150,120,160,6100,3000,NA,5205901,1864.277,9164,4.92,95.5,0.698,"-",79739639.04,73610215.59,70839.08,"GO"
71,"Cristalina",164411,219,3320,19457,7582,89,3112,647167,565813,NA,5206206,6153.921,62337,10.13,95.6,0.699,"12.37",377866000.66,349408991.7,74974.64,"GO"
72,"Cristianópolis",13800,12,395,1520,200,48,205,7100,2580,NA,5206305,221.624,3504,15.81,98.7,0.688,"-",40711190.26,33080241.42,40548.09,"GO"
73,"Crixás",315150,785,4660,7050,1170,200,1995,59400,22850,NA,5206404,4673.039,17065,3.65,96.7,0.708,"4.85",147604337.61,131927301.9,40809.95,"GO"
74,"Cromínia",44000,22,519,1050,175,35,70,3205,175,NA,5206503,364.918,3883,10.64,95.7,0.706,"-",25505996.11,30273671.17,28790.65,"GO"
